0,0
4,1023
260,1023
448,1023
632,1023
808,1023
992,1023
1168,1023
1352,1023
1528,1023
1712,1023
1888,1023
2088,1023
2264,1023
2448,1023
2632,1023
2808,1023
2984,1023
3168,1023
3352,1023
3528,1023
3712,1023
3888,1023
4072,1023
4248,1023
4432,1023
4608,1023
4792,1023
4972,1023
5168,1023
5344,1023
5528,1023
5712,1023
5888,1023
6064,1023
6248,1023
6432,1023
6608,1023
6792,1023
6968,1023
7152,1023
7328,1023
7512,1023
7720,1023
7960,1023
8200,1023
8440,1023
8680,1023
8920,1023
9160,1023
9400,1023
9640,1023
9880,1023
10120,1023
10360,1023
10600,1023
10840,1023
11080,1023
11320,1023
11560,1023
11800,1023
12040,1023
12280,1023
12520,1023
12760,1023
13000,1023
13240,1023
13480,1023
13720,1023
13960,1023
14204,1023
14440,1023
14680,1023
14920,1023
15160,1023
15400,1023
15640,1023
15880,1023
16120,1023
16360,1023
16600,1023
16840,1023
17080,1023
17320,1023
17560,1023
17800,1023
18040,1023
18284,1023
18520,1023
18760,1023
19000,1023
19240,1023
19480,1023
19720,1023
19960,1023
20200,1023
20440,1023
20680,1023
20920,1023
21160,1023
21400,1023
21640,1023
21880,1023
22120,1023
22360,1023
22600,1023
22840,1023
23080,1023
23320,1023
23560,1023
23800,1023
24040,1023
24280,1023
24520,1023
24760,1023
25000,1023
25240,1023
25480,1023
25720,1023
25960,1023
26200,1022
26440,1023
26680,1023
26920,1023
27160,1023
27400,1023
27640,1023
27880,1023
28120,1023
28360,1023
28600,1023
28840,1023
29080,1023
29320,1023
29564,1023
29800,1023
30040,1023
30280,1023
30520,1023
30760,1023
31000,1023
31240,1023
31480,1023
31720,1023
31960,1023
32200,1023
32440,1023
32680,1023
32920,1023
33160,1023
33400,1023
33644,1023
33880,1023
34120,1023
34360,1023
34600,1023
34840,1023
35080,1023
35320,1023
35560,1023
35800,1023
36040,1023
36280,1023
36520,1023
36760,1023
37000,1023
37240,1023
37480,1023
37720,1023
37960,1023
38200,1023
38440,1023
38680,1023
38920,1023
39160,1023
39400,1023
39640,1023
39880,1023
40120,1023
40360,1023
40600,1023
40840,1023
41080,1023
41320,1023
41560,1023
41800,1023
42040,1023
42280,1023
42520,1022
42760,1023
43000,1023
43240,1023
43480,1023
43720,1023
43960,1023
44200,1023
44440,1023
44680,1023
44924,1023
45160,1023
45400,1023
45640,1023
45880,1023
46120,1023
46360,1023
46600,1023
46840,1023
47080,1022
47320,1023
47560,1023
47800,1023
48040,1023
48280,1023
48520,1023
48760,1023
49004,1023
49240,1023
49480,1023
49720,1023
49960,1023
50200,1023
50440,1023
50680,1023
50920,1023
51160,1023
51400,1023
51640,1023
51880,1023
52120,1023
52360,1023
52600,1023
52840,1023
53080,1023
53320,1023
53560,1023
53800,1023
54040,1023
54280,1023
54520,1023
54760,1023
55000,1023
55240,1023
55480,1023
55720,1023
55960,1023
56200,1023
56440,1023
56680,1023
56920,1023
57160,1023
57400,1023
57640,1023
57880,1023
58120,1023
58360,1023
58600,1023
58840,1023
59080,1023
59320,1023
59560,1023
59800,1023
60040,1023
60284,1023
60520,1023
60760,1023
61000,1023
61240,1023
61480,1023
61720,1023
61960,1023
62200,1023
62440,1023
62680,1023
62920,1023
63160,1023
63400,1023
63640,1023
63880,1023
64120,1023
64364,1023
64600,1023
64840,1023
65080,1023
65320,1023
65560,1023
65800,1023
66040,1023
66280,1023
66520,1023
66760,1023
67000,1023
67240,1023
67480,1023
67720,1023
67960,1023
68200,1023
68440,1023
68680,1023
68920,1023
69160,1023
69400,1023
69640,1023
69880,1023
70120,1023
70360,1023
70600,1023
70840,1023
71080,1023
71320,1023
